d001.s026.t012,studied,study,V,bn:00082596v,مطالعه 456 مورد قرار گرفته
d001.s026.t013,in,,X,,در در
d001.s026.t014,one,,X,,یک
d001.s026.t015,main,main,J,bn:00099598a,اصلی
d001.s026.t016,study,study,N,bn:00074790n,مطالعه
d001.s026.t017,in,,X,,n/a
d001.s026.t018,456,,X,,n/a
d001.s026.t019,patients,patient,N,bn:00061017n,بیمار
d001.s026.t020,who,,X,,که
d001.s026.t021,had,have,V,,بودند
d001.s026.t022,not,not,R,bn:00116360r,نکرده
d001.s026.t023,received,receive,V,bn:00087863v,دریافت
d001.s026.t024,chemotherapy,chemotherapy,N,bn:00018141n,شیمی درمانی
d001.s026.t025,for,,X,,برای
d001.s026.t026,their,,X,,خود
d001.s026.t027,disease,disease,N,bn:00027546n,بیماری
d001.s026.t028,before,before,R,bn:00114512r,قبلاً
d001.s026.t029,.,,X,,است.
d001.s027.t001,The,,X,,n/a
d001.s027.t002,effects,effect,N,bn:00029874n,اثرات
d001.s027.t003,of,,X,,n/a
d001.s027.t004,Alimta,alimta,N,bn:00602447n,ALIMTA
d001.s027.t005,in,,X,,در
d001.s027.t006,combination,combination,N,bn:00020872n,ترکیب
d001.s027.t007,with,,X,,با
d001.s027.t008,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s027.t009,were,be,V,,n/a
d001.s027.t010,compared,compare,V,bn:00085450v,مقایسه
d001.s027.t011,with,,X,,با
d001.s027.t012,those,,X,,n/a
d001.s027.t013,of,,X,,n/a
d001.s027.t014,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s027.t015,alone,alone,R,bn:00114234r,تنهایی
d001.s027.t016,.,,X,,شد.
d001.s028.t001,For,,X,,برای
d001.s028.t002,the,,X,,n/a
d001.s028.t003,treatment,treatment,N,bn:00047235n,درمان
d001.s028.t004,of,,X,,n/a
d001.s028.t005,non-small,non-small,J,,غیر
d001.s028.t006,cell,cell,N,bn:00017027n,سلول کوچک
d001.s028.t007,lung,lung,N,bn:00052341n,ریه
d001.s028.t008,cancer,cancer,N,bn:00015180n,سرطان
d001.s028.t009,",",,X,,،
d001.s028.t010,the,,X,,n/a
d001.s028.t011,effects,effect,N,bn:00029874n,اثرات
d001.s028.t012,of,,X,,n/a
d001.s028.t013,Alimta,alimta,N,bn:00602447n,Alimta Docetaxel
d001.s028.t014,were,be,V,,n/a
d001.s028.t015,compared,compare,V,bn:00085450v,مقایسه
d001.s028.t016,with,,X,,با
d001.s028.t017,those,,X,,موارد
d001.s028.t018,of,,X,,از
d001.s028.t019,docetaxel,docetaxel,N,bn:01537207n,n/a
d001.s028.t020,(,,X,,(یکی
d001.s028.t021,another,,X,,دیگر
d001.s028.t022,anticancer,anticancer,J,bn:00097220a,ضد سرطان)
d001.s028.t023,medicine,medicine,N,bn:00054128n,داروهای
d001.s028.t024,),,X,,571
d001.s028.t025,in,,X,,در
d001.s028.t026,one,,X,,یک
d001.s028.t027,study,study,N,bn:00074790n,مطالعه
d001.s028.t028,involving,involve,V,bn:00089893v,شامل
d001.s028.t029,571,,X,,n/a
d001.s028.t030,patients,patient,N,bn:00061017n,بیمار مبتلا
d001.s028.t031,with,,X,,n/a
d001.s028.t032,locally,locally,R,bn:00116147r,محلی
d001.s028.t033,advanced,advanced,J,bn:00096528a,پیشرفته
d001.s028.t034,or,,X,,یا
d001.s028.t035,metastatic,metastatic,J,bn:00106664a,متاستاتیک
d001.s028.t036,disease,disease,N,bn:00027546n,بیماری
d001.s028.t037,who,,X,,که
d001.s028.t038,had,have,V,,بودند
d001.s028.t039,received,receive,V,bn:00087863v,دریافت کرده
d001.s028.t040,chemotherapy,chemotherapy,N,bn:00018141n,شیمی درمانی
d001.s028.t041,in,,X,,در
d001.s028.t042,the,,X,,n/a
d001.s028.t043,past,past,N,bn:00060927n,گذشته
d001.s028.t044,.,,X,,، شد.
d001.s029.t001,Alimta,alimta,N,bn:00602447n,Alimta
d001.s029.t002,was,be,V,,n/a
d001.s029.t003,also,also,R,bn:00114246r,همچنین
d001.s029.t004,compared,compare,V,bn:00085450v,n/a
d001.s029.t005,with,,X,,با
d001.s029.t006,gemcitabine,gemcitabine,N,bn:00848690n,Gemcitabine
d001.s029.t007,(,,X,,(یکی از
d001.s029.t008,another,,X,,دیگر
d001.s029.t009,anticancer,anticancer,J,bn:00097220a,ضد سرطان)
d001.s029.t010,medicine,medicine,N,bn:00054128n,داروهای
d001.s029.t011,),,X,,n/a
d001.s029.t012,",",,X,,،
d001.s029.t013,both,,X,,هر دو
d001.s029.t014,in,,X,,در
d001.s029.t015,combination,combination,N,bn:00020872n,ترکیب
d001.s029.t016,with,,X,,با
d001.s029.t017,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s029.t018,",",,X,,، ،
d001.s029.t019,in,,X,,در در
d001.s029.t020,a,,X,,یک
d001.s029.t021,study,study,N,bn:00074790n,مطالعه
d001.s029.t022,involving,involve,V,bn:00089893v,شامل
d001.s029.t023,"1,725",,X,,1725
d001.s029.t024,patients,patient,N,bn:00061017n,بیمار
d001.s029.t025,who,,X,,که
d001.s029.t026,had,have,V,,بودند
d001.s029.t027,not,not,R,bn:00116360r,نکرده
d001.s029.t028,received,receive,V,bn:00087863v,دریافت
d001.s029.t029,chemotherapy,chemotherapy,N,bn:00018141n,شیمی درمانی
d001.s029.t030,for,,X,,برای
d001.s029.t031,lung,lung,N,bn:00052341n,ریه
d001.s029.t032,cancer,cancer,N,bn:00015180n,سرطان
d001.s029.t033,in,,X,,n/a
d001.s029.t034,the,,X,,n/a
d001.s029.t035,past,past,N,bn:00060927n,گذشته
d001.s029.t036,.,,X,,مقایسه شد.
d001.s030.t001,In,,X,,در
d001.s030.t002,all,,X,,n/a
d001.s030.t003,three,,X,,هر سه
d001.s030.t004,studies,study,N,bn:00067181n,مطالعه
d001.s030.t005,",",,X,,،
d001.s030.t006,the,,X,,n/a
d001.s030.t007,main,main,J,bn:00099598a,اصلی
d001.s030.t008,measure,measure,N,bn:00054019n,اندازه گیری
d001.s030.t009,of,,X,,n/a
d001.s030.t010,effectiveness,effectiveness,N,bn:00029876n,اثربخشی
d001.s030.t011,was,be,V,,این بود که
d001.s030.t012,how,,X,,چه
d001.s030.t013,long,long,R,bn:00116153r,مدت اند.
d001.s030.t014,the,,X,,n/a
d001.s030.t015,patients,patient,N,bn:00061017n,بیماران
d001.s030.t016,survived,survive,V,bn:00085382v,زنده مانده
d001.s030.t017,.,,X,,n/a
d001.s031.t001,What,,X,,چه
d001.s031.t002,benefit,benefit,N,bn:00037022n,فایده
d001.s031.t003,has,have,V,,n/a
d001.s031.t004,Alimta,alimta,N,bn:00602447n,Alimta
d001.s031.t005,shown,show,V,bn:00086567v,نشان داده
d001.s031.t006,during,,X,,در طول
d001.s031.t007,the,,X,,ای
d001.s031.t008,studies,study,N,bn:00074790n,مطالعات
d001.s031.t009,?,,X,,است؟
d001.s032.t001,Alimta,alimta,N,bn:00602447n,Alimta
d001.s032.t002,increased,increase,V,bn:00089667v,n/a
d001.s032.t003,the,,X,,n/a
d001.s032.t004,survival,survival,N,bn:00030811n,بقای
d001.s032.t005,time,time,N,bn:00077268n,زمان
d001.s032.t006,of,,X,,به
d001.s032.t007,patients,patient,N,bn:00061017n,بیماران مبتلا
d001.s032.t008,with,,X,,n/a
d001.s032.t009,malignant,malignant,J,bn:00106363a,بدخیم
d001.s032.t010,pleural,pleural,J,bn:00108692a,مزوتلیوما پلور
d001.s032.t011,mesothelioma,mesothelioma,N,bn:00054512n,افزایش داد.
d001.s032.t012,.,,X,,n/a
d001.s033.t001,Patients,patient,N,bn:00061017n,بیمارانی بیماران
d001.s033.t002,receiving,receive,V,bn:00087863v,دریافت
d001.s033.t003,Alimta,alimta,N,bn:00602447n,Alimta
d001.s033.t004,and,,X,,و کردند
d001.s033.t005,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s033.t006,survived,survive,V,bn:00085382v,زنده مانده
d001.s033.t007,for,,X,,n/a
d001.s033.t008,an,,X,,n/a
d001.s033.t009,average,average,N,bn:00054001n,طور متوسط
d001.s033.t010,of,,X,,n/a
d001.s033.t011,12.1,,X,,12.1
d001.s033.t012,months,month,N,bn:00055794n,ماه
d001.s033.t013,",",,X,,،
d001.s033.t014,compared,compare,V,bn:00085450v,مقایسه
d001.s033.t015,with,,X,,با
d001.s033.t016,9.3,,X,,9.3
d001.s033.t017,months,month,N,bn:00055794n,ماه
d001.s033.t018,in,,X,,در در
d001.s033.t019,those,,X,,n/a
d001.s033.t020,receiving,receive,V,,دریافت کننده
d001.s033.t021,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین.
d001.s033.t022,alone,alone,R,bn:00114235r,n/a
d001.s033.t023,.,,X,,n/a
d001.s034.t001,In,,X,,در
d001.s034.t002,the,,X,,n/a
d001.s034.t003,treatment,treatment,N,bn:00047235n,درمان
d001.s034.t004,of,,X,,n/a
d001.s034.t005,patients,patient,N,bn:00061017n,بیماران مبتلا
d001.s034.t006,with,,X,,n/a
d001.s034.t007,non-small,non-small,J,,غیر
d001.s034.t008,cell,cell,N,bn:00017027n,سلول کوچک
d001.s034.t009,lung,lung,N,bn:00052341n,ریه
d001.s034.t010,cancer,cancer,N,bn:00015180n,سرطان
d001.s034.t011,",",,X,,،
d001.s034.t012,Alimta,alimta,N,bn:00602447n,Alimta مقایسه
d001.s034.t013,was,be,V,,n/a
d001.s034.t014,as,as,R,bn:00114354r,به اندازه
d001.s034.t015,effective,effective,J,bn:00102038a,n/a
d001.s034.t016,as,as,R,bn:00114354r,n/a
d001.s034.t017,the,,X,,کننده ها
d001.s034.t018,comparators,comparator,N,,مؤثر بود.
d001.s034.t019,.,,X,,n/a
d001.s035.t001,In,,X,,در در
d001.s035.t002,patients,patient,N,bn:00061017n,بیمارانی
d001.s035.t003,who,,X,,که
d001.s035.t004,had,have,V,,بودند
d001.s035.t005,received,receive,V,bn:00087863v,دریافت کرده
d001.s035.t006,chemotherapy,chemotherapy,N,bn:00018141n,شیمی درمانی
d001.s035.t007,in,,X,,n/a
d001.s035.t008,the,,X,,n/a
d001.s035.t009,past,past,N,bn:00060927n,گذشته
d001.s035.t010,",",,X,,،
d001.s035.t011,the,,X,,n/a
d001.s035.t012,average,average,J,bn:00097854a,میانگین
d001.s035.t013,survival,survival,N,bn:00030811n,بقا
d001.s035.t014,time,time,N,bn:00077268n,زمان
d001.s035.t015,was,be,V,,بود
d001.s035.t016,8.3,,X,,8.3
d001.s035.t017,months,month,N,bn:00055794n,ماه
d001.s035.t018,with,,X,,با
d001.s035.t019,Alimta,alimta,N,bn:00602447n,ALIMTA
d001.s035.t020,",",,X,,،
d001.s035.t021,compared,compare,V,bn:00085450v,در مقایسه
d001.s035.t022,with,,X,,با
d001.s035.t023,7.9,,X,,7.9
d001.s035.t024,months,month,N,bn:00055794n,ماه
d001.s035.t025,with,,X,,با
d001.s035.t026,docetaxel,docetaxel,N,bn:01537207n,Docetaxel.
d001.s035.t027,.,,X,,n/a
d001.s036.t001,In,,X,,در در
d001.s036.t002,patients,patient,N,bn:00061017n,بیمارانی
d001.s036.t003,who,,X,,که
d001.s036.t004,had,have,V,,بودند
d001.s036.t005,not,not,R,bn:00116360r,نکرده
d001.s036.t006,received,receive,V,bn:00087863v,دریافت
d001.s036.t007,chemotherapy,chemotherapy,N,bn:00018141n,شیمی درمانی
d001.s036.t008,in,,X,,n/a
d001.s036.t009,the,,X,,n/a
d001.s036.t010,past,past,N,bn:00060927n,گذشته
d001.s036.t011,",",,X,,،
d001.s036.t012,the,,X,,n/a
d001.s036.t013,average,average,J,bn:00097854a,میانگین
d001.s036.t014,survival,survival,N,bn:00030811n,بقا
d001.s036.t015,time,time,N,bn:00077268n,زمان
d001.s036.t016,was,be,V,,بود.
d001.s036.t017,10.3,,X,,10
d001.s036.t018,months,month,N,bn:00055794n,ماه
d001.s036.t019,in,,X,,در
d001.s036.t020,both,,X,,هر دو
d001.s036.t021,groups,group,N,bn:00041942n,گروه
d001.s036.t022,.,,X,,n/a
d001.s037.t001,However,however,R,bn:00114627r,n/a
d001.s037.t002,",",,X,,،
d001.s037.t003,in,,X,,حال در در در
d001.s037.t004,both,,X,,هر دو
d001.s037.t005,studies,study,N,bn:00074790n,مطالعه
d001.s037.t006,",",,X,,، ، ،
d001.s037.t007,patients,patient,N,bn:00061017n,بیمارانی
d001.s037.t008,whose,,X,,که
d001.s037.t009,cancer,cancer,N,bn:00015180n,سرطان
d001.s037.t010,was,be,V,,n/a
d001.s037.t011,not,not,R,bn:00116360r,نمی
d001.s037.t012,affecting,affect,V,bn:00082427v,n/a
d001.s037.t013,squamous,squamous,J,,سنگفرشی تأثیر گذارد
d001.s037.t014,cells,cell,N,bn:00017027n,سلولهای
d001.s037.t015,had,have,V,bn:00088078v,n/a
d001.s037.t016,longer,long,J,bn:00106124a,طولانی
d001.s037.t017,survival,survival,N,bn:00030811n,بقا
d001.s037.t018,times,time,N,bn:00077268n,زمان
d001.s037.t019,if,,X,,صورت
d001.s037.t020,they,,X,,آنها
d001.s037.t021,received,receive,V,,دریافت دریافت
d001.s037.t022,Alimta,alimta,N,bn:00602447n,Alimta مقایسه
d001.s037.t023,than,,X,,نسبت اینکه تر
d001.s037.t024,if,,X,,n/a
d001.s037.t025,they,,X,,کنند
d001.s037.t026,received,receive,V,,n/a
d001.s037.t027,the,,X,,n/a
d001.s037.t028,comparator,comparator,N,,n/a
d001.s037.t029,.,,X,,می داشتند.
d001.s038.t001,In,,X,,در در در
d001.s038.t002,contrast,contrast,N,bn:00022261n,مقابل
d001.s038.t003,",",,X,,، ، ،
d001.s038.t004,patients,patient,N,bn:00061017n,بیمارانی
d001.s038.t005,whose,,X,,که آنها
d001.s038.t006,cancer,cancer,N,bn:00015180n,سرطان
d001.s038.t007,was,be,V,,n/a
d001.s038.t008,affecting,affect,V,bn:00082427v,n/a
d001.s038.t009,squamous,squamous,J,,سنگفرشی تأثیر گذارد
d001.s038.t010,cells,cell,N,bn:00017027n,سلولهای
d001.s038.t011,had,have,V,bn:00088078v,n/a
d001.s038.t012,shorter,short,J,bn:00110561a,بقا کوتاه
d001.s038.t013,survival,survival,N,bn:00030811n,زمان
d001.s038.t014,times,time,N,bn:00077268n,n/a
d001.s038.t015,if,,X,,صورت
d001.s038.t016,they,,X,,n/a
d001.s038.t017,received,receive,V,,دریافت
d001.s038.t018,Alimta,alimta,N,bn:00602447n,Alimta
d001.s038.t019,.,,X,,تر
d002.s001.t001,kalgebra,kalgebra,N,bn:08534138n,Kalgebra
d002.s001.t002,is,be,V,,است
d002.s001.t003,a,,X,,یک
d002.s001.t004,mathematical,mathematical,J,bn:00106488a,ریاضی
d002.s001.t005,calculator,calculator,N,bn:00946167n,ماشین حساب
d002.s001.t006,based,base,V,bn:00083141v,بر اساس
d002.s001.t007,on,,X,,n/a
d002.s001.t008,content,content,J,,محتوا
d002.s001.t009,markup,markup,N,bn:00053491n,n/a
d002.s001.t010,MathML,mathml,N,bn:03313895n,MATHML MATHML
d002.s001.t011,language,language,N,bn:00213650n,زبان
d002.s001.t012,.,,X,,است.
d002.s002.t001,Nowadays,nowadays,R,bn:00116382r,امروزه
d002.s002.t002,it,,X,,n/a
d002.s002.t003,is,be,V,,n/a
d002.s002.t004,capable,capable,J,bn:00099215a,قادر
d002.s002.t005,to,,X,,به
d002.s002.t006,make,make,V,bn:00090557v,n/a
d002.s002.t007,simple,simple,J,bn:00102111a,ساده
d002.s002.t008,MathML,mathml,N,bn:03313895n,MATHML
d002.s002.t009,operations,operation,N,bn:00053826n,انجام عملیات
d002.s002.t010,(,,X,,n/a
d002.s002.t011,arithmetic,arithmetic,J,bn:00097495a,(حسابی
d002.s002.t012,and,,X,,و
d002.s002.t013,logical,logical,J,,منطقی)
d002.s002.t014,),,X,,n/a
d002.s002.t015,and,,X,,و
d002.s002.t016,to,,X,,n/a
d002.s002.t017,representate,representate,N,,n/a
d002.s002.t018,2D,2d,N,,2D
d002.s002.t019,and,,X,,و
d002.s002.t020,3D,3d,N,bn:00000102n,3D
d002.s002.t021,graphs,graph,N,bn:00041412n,نمودارهای Vextante
d002.s002.t022,.,,X,,است.
d002.s003.t001,It,,X,,n/a
d002.s003.t002,is,be,V,,n/a
d002.s003.t003,actually,actually,R,bn:00114118r,در واقع
d002.s003.t004,not,not,R,bn:00116360r,نیست
d002.s003.t005,necessary,necessary,J,bn:00107182a,لازم برای
d002.s003.t006,to,,X,,n/a
d002.s003.t007,know,know,V,bn:00085261v,که
d002.s003.t008,MathML,mathml,N,bn:03313895n,MATHML
d002.s003.t009,to,,X,,n/a
d002.s003.t010,use,use,V,bn:00082705v,از استفاده از استفاده
d002.s003.t011,kalgebra,kalgebra,N,bn:08534138n,Kalgebra کنید.
d002.s003.t012,.,,X,,n/a
d002.s004.t001,kalgebra,kalgebra,N,bn:08534138n,Kalgebra
d002.s004.t002,is,be,V,,n/a
d002.s004.t003,a,,X,,یک
d002.s004.t004,MathML,mathml,N,bn:03313895n,MATHML
d002.s004.t005,based,base,V,bn:00083141v,مبتنی بر
d002.s004.t006,graph,graph,N,bn:00041412n,نمودار
d002.s004.t007,calculator,calculator,N,bn:00946167n,ماشین حساب
d002.s004.t008,.,,X,,است.
d002.s005.t001,Although,,X,,اگرچه
d002.s005.t002,it,,X,,n/a
d002.s005.t003,was,be,V,,بود
d002.s005.t004,initially,initially,R,bn:00114055r,در ابتدا
d002.s005.t005,MathML,mathml,N,bn:03313895n,MathML گرا
d002.s005.t006,oriented,orient,V,bn:00091201v,n/a
d002.s005.t007,it,,X,,،
d002.s005.t008,can,,X,,می تواند
d002.s005.t009,now,now,R,bn:00114424r,اکنون
d002.s005.t010,be,be,V,,n/a
d002.s005.t011,used,use,V,bn:00082705v,استفاده
d002.s005.t012,by,,X,,توسط
d002.s005.t013,everyone,everyone,N,,همه
d002.s005.t014,with,,X,,با
d002.s005.t015,little,little,J,bn:00106058a,کمی
d002.s005.t016,mathematical,mathematical,J,bn:00106488a,ریاضی
d002.s005.t017,knowledge,knowledge,N,bn:00020452n,دانش
d002.s005.t018,.,,X,,شود.
d002.s006.t001,Here,here,R,bn:00115639r,در اینجا
d002.s006.t002,'s,be,V,,تصویری
d002.s006.t003,a,,X,,n/a
d002.s006.t004,screenshot,screenshot,N,bn:01157212n,از
d002.s006.t005,of,,X,,n/a
d002.s006.t006,kalgebra,kalgebra,N,bn:08534138n,Kalgebra
d002.s006.t007,main,main,J,bn:00099598a,اصلی
d002.s006.t008,window,window,N,bn:00081292n,پنجره است
d002.s007.t001,kalgebra,kalgebra,N,bn:08534138n,پنجره
d002.s007.t002,main,main,J,bn:00099598a,اصلی
d002.s007.t003,window,window,N,bn:00081292n,Kalgebra
d002.s008.t001,kalgebra,kalgebra,N,bn:08534138n,Kalgebra کنسول
d002.s008.t002,main,main,J,bn:00099598a,اصلی
d002.s008.t003,window,window,N,bn:00081292n,پنجره
d002.s008.t004,consists,consist,V,bn:00085498v,n/a
d002.s008.t005,in,,X,,در
d002.s008.t006,a,,X,,یک یک
d002.s008.t007,Console,console,N,bn:00020949n,n/a
d002.s008.t008,tab,tab,N,bn:00120018n,برگه برگه نمودار
d002.s008.t009,",",,X,,، ،
d002.s008.t010,a,,X,,یک
d002.s008.t011,2D,2d,N,,2D
d002.s008.t012,Graph,graph,N,bn:00041412n,n/a
d002.s008.t013,tab,tab,N,bn:00120018n,برگه نمودار
d002.s008.t014,",",,X,,n/a
d002.s008.t015,a,,X,,n/a
d002.s008.t016,3D,3d,N,bn:00000102n,سه بعدی
d002.s008.t017,Graph,graph,N,bn:00041412n,n/a
d002.s008.t018,tab,tab,N,bn:00120018n,برگه
d002.s008.t019,and,,X,,و
d002.s008.t020,a,,X,,یک
d002.s008.t021,Dictionary,dictionary,N,bn:00026967n,فرهنگ لغت
d002.s008.t022,tab,tab,N,bn:00120018n,تشکیل
d002.s008.t023,.,,X,,شده است.
d002.s009.t001,Below,below,R,bn:00114401r,در زیر
d002.s009.t002,these,,X,,این ها
d002.s009.t003,tabs,tab,N,bn:00120018n,برگه
d002.s009.t004,you,,X,,n/a
d002.s009.t005,will,,X,,n/a
d002.s009.t006,find,find,V,bn:00086708v,پیدا
d002.s009.t007,an,,X,,یک
d002.s009.t008,input,input,N,bn:00046850n,ورودی
d002.s009.t009,field,field,N,bn:00034274n,n/a
d002.s009.t010,to,,X,,برای
d002.s009.t011,type,type,V,bn:00095295v,تایپ
d002.s009.t012,your,,X,,خود
d002.s009.t013,functions,function,N,bn:00036821n,کارکردهای
d002.s009.t014,or,,X,,یا
d002.s009.t015,do,do,V,bn:00087107v,انجام
d002.s009.t016,your,,X,,خود خواهید
d002.s009.t017,calculations,calculation,N,bn:00014688n,محاسبات
d002.s009.t018,.,,X,,کرد.
d002.s010.t001,If,,X,,اگر
d002.s010.t002,we,,X,,کنیم
d002.s010.t003,want,want,V,bn:00086682v,می خواهیم
d002.s010.t004,to,,X,,n/a
d002.s010.t005,understand,understand,V,bn:00092443v,درک
d002.s010.t006,how,,X,,چگونه
d002.s010.t007,it,,X,,n/a
d002.s010.t008,works,work,V,bn:00088629v,کار کند
d002.s010.t009,",",,X,,،
d002.s010.t010,the,,X,,n/a
d002.s010.t011,best,good,J,bn:00098274a,بهترین
d002.s010.t012,thing,thing,N,bn:00076919n,n/a
d002.s010.t013,we,,X,,n/a
d002.s010.t014,can,,X,,می می توانیم
d002.s010.t015,do,do,V,bn:00087107v,کاری انجام دهیم
d002.s010.t016,is,be,V,,این
d002.s010.t017,to,,X,,n/a
d002.s010.t018,realize,realize,V,bn:00082472v,بدانیم
d002.s010.t019,that,,X,,که که
d002.s010.t020,our,,X,,ما
d002.s010.t021,input,input,N,bn:00046850n,ورودی
d002.s010.t022,is,be,V,,است
d002.s010.t023,being,be,V,,n/a
d002.s010.t024,converted,convert,V,bn:00084772v,تبدیل
d002.s010.t025,into,,X,,به شود
d002.s010.t026,MathML,mathml,N,bn:03313895n,MATHML
d002.s010.t027,although,,X,,اگرچه
d002.s010.t028,it,,X,,n/a
d002.s010.t029,is,be,V,,n/a
d002.s010.t030,not,not,R,bn:00116360r,نیست
d002.s010.t031,necessary,necessary,J,bn:00107182a,لازم
d002.s010.t032,to,,X,,n/a
d002.s010.t033,know,know,V,bn:00085261v,شناخت
d002.s010.t034,MathML,mathml,N,bn:03313895n,MATHML
d002.s010.t035,.,,X,,می باشد.
d002.s011.t001,I,,X,,من ام
d002.s011.t002,have,have,V,,این
d002.s011.t003,based,base,V,bn:00083141v,بر اساس پایه
d002.s011.t004,the,,X,,را
d002.s011.t005,syntax,syntax,N,bn:02561609n,نحو
d002.s011.t006,basically,basically,R,bn:00114508r,اساساً
d002.s011.t007,on,,X,,گذاری
d002.s011.t008,common,common,J,bn:00100090a,عقل سلیم
d002.s011.t009,sense,sense,N,bn:00021164n,n/a
d002.s011.t010,",",,X,,،
d002.s011.t011,it,,X,,کرده
d002.s011.t012,should,,X,,نباید
d002.s011.t013,not,not,R,bn:00116360r,n/a
d002.s011.t014,be,be,V,,n/a
d002.s011.t015,hard,hard,J,bn:00101358a,سخت
d002.s011.t016,for,,X,,برای
d002.s011.t017,anyone,anyone,N,bn:02268723n,کسی
d002.s011.t018,.,,X,,باشد.
d002.s012.t001,I,,X,,من
d002.s012.t002,ve,have,V,,n/a
d002.s012.t003,looked,look,V,bn:00090448v,به کردم
d002.s012.t004,closely,closely,R,bn:00114748r,نزدیک
d002.s012.t005,to,,X,,n/a
d002.s012.t006,maxima,maxima,N,bn:03857246n,نحو Maxima
d002.s012.t007,and,,X,,و
d002.s012.t008,maple,maple,N,bn:03668936n,Maple
d002.s012.t009,s,,X,,n/a
d002.s012.t010,syntax,syntax,N,bn:02561609n,n/a
d002.s012.t011,so,,X,,تا
d002.s012.t012,they,,X,,باشند.
d002.s012.t013,look,look,V,bn:00090452v,نگاه به
d002.s012.t014,very,very,R,bn:00116789r,بسیار
d002.s012.t015,similar,similar,J,bn:00096782a,شبیه هم
d002.s012.t016,.,,X,,n/a
d002.s013.t001,+,,X,,+
d002.s013.t002,-,,X,,-
d002.s013.t003,*,,X,,* /:
d002.s013.t004,/,,X,,n/a
d002.s013.t005,:,,X,,n/a
d002.s013.t006,Addition,addition,N,bn:00001296n,علاوه بر
d002.s013.t007,",",,X,,n/a
d002.s013.t008,subtraction,subtraction,N,bn:00055233n,تفریق
d002.s013.t009,",",,X,,، ،
d002.s013.t010,multiplication,multiplication,N,bn:00056300n,ضرب
d002.s013.t011,and,,X,,و
d002.s013.t012,division,division,N,bn:00027919n,تقسیم.
d002.s013.t013,.,,X,,n/a
d002.s014.t001,^,,X,,^
d002.s014.t002,",",,X,,،
d002.s014.t003,**,,X,,**:
d002.s014.t004,:,,X,,n/a
d002.s014.t005,Power,power,N,bn:00032355n,قدرت
d002.s014.t006,",",,X,,،
d002.s014.t007,you,,X,,می
d002.s014.t008,can,,X,,توانید از
d002.s014.t009,use,use,V,bn:00082705v,هر کنید.
d002.s014.t010,them,,X,,n/a
d002.s014.t011,both,,X,,دو استفاده
d002.s014.t012,.,,X,,n/a
d002.s015.t001,Also,also,R,bn:00114246r,همچنین
d002.s015.t002,it,,X,,می
d002.s015.t003,is,be,V,,n/a
d002.s015.t004,possible,possible,J,bn:00108829a,n/a
d002.s015.t005,to,,X,,توان
d002.s015.t006,use,use,V,bn:00082705v,از استفاده
d002.s015.t007,the,,X,,n/a
d002.s015.t008,unicode,unicode,N,bn:02529895n,کاراکترهای Unicode
d002.s015.t009,²,,X,,²
d002.s015.t010,characters,character,N,bn:09438926n,n/a
d002.s015.t011,.,,X,,کرد.
d002.s016.t001,Powers,power,N,bn:00032355n,قدرتها
d002.s016.t002,are,be,V,,هستند.
d002.s016.t003,one,,X,,یکی از
d002.s016.t004,way,way,N,bn:00001965n,راه ای
d002.s016.t005,to,,X,,n/a
d002.s016.t006,make,make,V,bn:00090557v,n/a
d002.s016.t007,roots,root,N,bn:00068247n,های ریشه
d002.s016.t008,too,too,R,bn:00114246r,نیز
d002.s016.t009,.,,X,,n/a
d002.s017.t001,-gt,-gt,N,,-GT:
d002.s017.t002,:,,X,,برای
d002.s017.t003,It,,X,,این
d002.s017.t004,s,be,V,,n/a
d002.s017.t005,the,,X,,n/a
d002.s017.t006,way,way,N,bn:00001965n,راهی
d002.s017.t007,to,,X,,کردن
d002.s017.t008,specify,specify,V,bn:00086468v,مشخص
d002.s017.t009,the,,X,,n/a
d002.s017.t010,bounded,bound,V,,محدود
d002.s017.t011,variable,variable,N,bn:00079583n,متغیر
d002.s017.t012,in,,X,,در
d002.s017.t013,a,,X,,یک
d002.s017.t014,function,function,N,bn:00036821n,تابع
d002.s017.t015,.,,X,,است.
d002.s018.t001,(,,X,,(): از
d002.s018.t002,),,X,,n/a
d002.s018.t003,:,,X,,برای
d002.s018.t004,It,,X,,آن
d002.s018.t005,is,be,V,,n/a
d002.s018.t006,used,use,V,bn:00082705v,استفاده
d002.s018.t007,to,,X,,تعیین
d002.s018.t008,specify,specify,V,bn:00086468v,n/a
d002.s018.t009,a,,X,,n/a
d002.s018.t010,higher,high,J,bn:00104162a,بالاتر
d002.s018.t011,priority,priority,N,bn:00004489n,اولویت
d002.s018.t012,.,,X,,می شود.
d002.s019.t001,abc(params),,X,,ABC (پارامترها):
d002.s019.t002,:,,X,,n/a
d002.s019.t003,When,,X,,وقتی
d002.s019.t004,the,,X,,n/a
d002.s019.t005,parser,parser,N,bn:00060753n,تجزیه کننده تابعی
d002.s019.t006,finds,find,V,bn:00082811v,را پیدا می
d002.s019.t007,a,,X,,n/a
d002.s019.t008,function,function,N,bn:00036821n,n/a
d002.s019.t009,",",,X,,کند بررسی می
