d001.s020.t010	moderate	moderate	J	bn:00106826a	متوسط	bn:00106548a
d001.s020.t011	or	nan	X	nan	یا	nan
d001.s020.t012	severe	severe	J	bn:00110473a	شدید	bn:00105251a
d001.s020.t013	kidney	kidney	N	bn:00049083n	کلیوی	bn:00108566a
d001.s020.t014	problems	problem	N	bn:00048242n	مشکلات	bn:00048242n
d001.s020.t015	.	nan	X	nan	شود	bn:00083095v
d001.s021.t001	For	nan	X	nan	برای	nan
d001.s021.t002	more	more	J	bn:00106935a	بیشتر	bn:00102794a
d001.s021.t003	information	information	N	bn:00025314n	اطلاعات	bn:00046705n
d001.s021.t004	,	nan	X	nan	،	nan
d001.s021.t005	see	see	V	bn:00087787v	nan	nan
d001.s021.t006	the	nan	X	nan	به	nan
d001.s021.t007	Summary	summary	N	bn:00075142n	خلاصه ویژگی	bn:00021341n
d001.s021.t008	of	nan	X	nan	های	bn:00054156n
d001.s021.t009	Product	product	N	bn:00064584n	محصول	bn:00037326n
d001.s021.t010	Characteristics	characteristics	N	nan	nan	nan
d001.s021.t011	(	nan	X	nan	(	nan
d001.s021.t012	also	also	R	bn:00114246r	nan	nan
d001.s021.t013	part	part	N	bn:00021395n	همچنین	bn:00114246r
d001.s021.t014	of	nan	X	nan	بخشی	bn:00060633n
d001.s021.t015	the	nan	X	nan	nan	nan
d001.s021.t016	EPAR	epar	N	nan	از EPAR	nan
d001.s021.t017	)	nan	X	nan	nan	nan
d001.s021.t018	.	nan	X	nan	)	nan
d001.s022.t001	How	nan	X	nan	چگونه	bn:00115266r
d001.s022.t002	does	do	V	nan	nan	nan
d001.s022.t003	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s022.t004	work	work	N	nan	کار	bn:00014137n
d001.s022.t005	?	nan	X	nan	می کند	bn:00081319n
d001.s023.t001	The	nan	X	nan	nan	nan
d001.s023.t002	active	active	J	bn:00096387a	فعال	bn:00096392a
d001.s023.t003	substance	substance	N	bn:00074986n	ماده	bn:00053867n
d001.s023.t004	in	nan	X	nan	در	nan
d001.s023.t005	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s023.t006	,	nan	X	nan	،	nan
d001.s023.t007	pemetrexed	pemetrexed	N	bn:00602447n	Pemetrexed	nan
d001.s023.t008	,	nan	X	nan	، سمیت (	nan
d001.s023.t009	is	be	V	nan	است	nan
d001.s023.t010	a	nan	X	nan	یک	nan
d001.s023.t011	cytotoxic	cytotoxic	J	bn:00100866a	nan	nan
d001.s023.t012	medicine	medicine	N	bn:00054128n	داروی	bn:00054128n
d001.s023.t013	(	nan	X	nan	nan	nan
d001.s023.t014	a	nan	X	nan	nan	nan
d001.s023.t015	medicine	medicine	N	bn:00054128n	nan	nan
d001.s023.t016	that	nan	X	nan	دارویی	bn:00028872n
d001.s023.t017	kills	kill	V	bn:00090098v	هایی	bn:00053801n
d001.s023.t018	cells	cell	N	bn:00017027n	که می	nan
d001.s023.t019	that	nan	X	nan	را	nan
d001.s023.t020	are	be	V	nan	nan	nan
d001.s023.t021	dividing	divide	V	bn:00087100v	که	nan
d001.s023.t022	,	nan	X	nan	شوند سلولهای	bn:00084027v
d001.s023.t023	such as	such as	R	nan	سلول ،	bn:00017027n
d001.s023.t024	cancer	cancer	N	bn:00015180n	nan	nan
d001.s023.t025	cells	cell	N	bn:00017027n	nan	nan
d001.s023.t026	)	nan	X	nan	مانند به	nan
d001.s023.t027	,	nan	X	nan	تقسیم	bn:00027919n
d001.s023.t028	which	nan	X	nan	متعلق گروه	bn:00009814n
d001.s023.t029	belongs	belong	V	bn:00083389v	سرطانی های	bn:00015180n
d001.s023.t030	to	nan	X	nan	) که	nan
d001.s023.t031	the	nan	X	nan	nan	nan
d001.s023.t032	group	group	N	bn:00018111n	nan	nan
d001.s023.t033	antimetabolites	antimetabolites	N	bn:00004691n	آنتیمتابولیت	bn:00040918n
d001.s023.t034	.	nan	X	nan	nan	nan
d001.s024.t001	In	nan	X	nan	در	nan
d001.s024.t002	the	nan	X	nan	nan	nan
d001.s024.t003	body	body	N	bn:00011744n	بدن	bn:00011744n
d001.s024.t004	,	nan	X	nan	، شود	nan
d001.s024.t005	pemetrexed	pemetrexed	N	bn:00602447n	Pemetrexed	nan
d001.s024.t006	is	be	V	nan	nan	nan
d001.s024.t007	converted	convert	V	bn:00085761v	تبدیل	bn:00077989n
d001.s024.t008	into	nan	X	nan	به	nan
d001.s024.t009	an	nan	X	nan	یک	nan
d001.s024.t010	active	active	J	bn:00096382a	فعال	bn:00096392a
d001.s024.t011	form	form	N	bn:00035913n	شکل	bn:00035909n
d001.s024.t012	that	nan	X	nan	که	nan
d001.s024.t013	blocks	block	V	bn:00083623v	nan	nan
d001.s024.t014	the	nan	X	nan	nan	nan
d001.s024.t015	activity	activity	N	bn:00001130n	فعالیت	bn:00001174n
d001.s024.t016	of	nan	X	nan	nan	nan
d001.s024.t017	the	nan	X	nan	را	nan
d001.s024.t018	enzymes	enzyme	N	bn:00031085n	آنزیم هایی	bn:00031085n
d001.s024.t019	that	nan	X	nan	که	nan
d001.s024.t020	are	be	V	nan	دارند	bn:00083187v
d001.s024.t021	involved	involve	V	bn:00089893v	نقش	bn:00068130n
d001.s024.t022	in	nan	X	nan	در	nan
d001.s024.t023	producing	produce	V	bn:00084082v	تولید	bn:00032594n
d001.s024.t024	nucleotides	nucleotide	N	bn:00008788n	نوکلئوتیدها (	bn:00008788n
d001.s024.t025	(	nan	X	nan	nan	nan
d001.s024.t026	the	nan	X	nan	nan	nan
d001.s024.t027	building blocks	building block	N	bn:00013726n	های	bn:00054156n
d001.s024.t028	of	nan	X	nan	nan	nan
d001.s024.t029	DNA	dna	N	bn:00026301n	بلوک	bn:00007533n
d001.s024.t030	and	nan	X	nan	ساختمانی	bn:00100341a
d001.s024.t031	RNA	rna	N	bn:00067714n	DNA	nan
d001.s024.t032	,	nan	X	nan	و	nan
d001.s024.t033	the	nan	X	nan	RNA	nan
d001.s024.t034	genetic	genetic	J	bn:00103522a	nan	nan
d001.s024.t035	material	material	N	bn:00053801n	مواد	bn:00053867n
d001.s024.t036	of	nan	X	nan	،	nan
d001.s024.t037	cells	cell	N	bn:00017027n	nan	nan
d001.s024.t038	)	nan	X	nan	ژنتیکی	bn:00098417a
d001.s024.t039	.	nan	X	nan	سلول ها )	bn:00017027n
d001.s025.t001	How	nan	X	nan	چگونه	bn:00114234r
d001.s025.t002	has	have	V	nan	nan	nan
d001.s025.t003	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s025.t004	been	be	V	nan	nan	nan
d001.s025.t005	studied	study	V	bn:00082596v	مورد مطالعه قرار گرفته_است	nan
d001.s025.t006	?	nan	X	nan	؟	nan
d001.s026.t001	For	nan	X	nan	برای	nan
d001.s026.t002	the	nan	X	nan	nan	nan
d001.s026.t003	treatment	treatment	N	bn:00047235n	درمان	bn:00024461n
d001.s026.t004	of	nan	X	nan	nan	nan
d001.s026.t005	malignant	malignant	J	bn:00106363a	بدخیم	nan
d001.s026.t006	pleural	pleural	J	bn:00108692a	مزوتلیوما پلور	bn:00054512n
d001.s026.t007	mesothelioma	mesothelioma	N	bn:00054512n	nan	nan
d001.s026.t008	,	nan	X	nan	، مورد	nan
d001.s026.t009	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s026.t010	has	have	V	nan	nan	nan
d001.s026.t011	been	be	V	nan	nan	nan
d001.s026.t012	studied	study	V	bn:00082596v	مطالعه 456 مطالعه گرفته_است .	bn:00061758n
d001.s026.t013	in	nan	X	nan	در در	nan
d001.s026.t014	one	nan	X	nan	یک	nan
d001.s026.t015	main	main	J	bn:00099598a	اصلی	bn:00107593a
d001.s026.t016	study	study	N	bn:00074790n	قرار	bn:00061758n
d001.s026.t017	in	nan	X	nan	nan	nan
d001.s026.t018	456	nan	X	nan	nan	nan
d001.s026.t019	patients	patient	N	bn:00061017n	بیمار	bn:00001742n
d001.s026.t020	who	nan	X	nan	که	nan
d001.s026.t021	had	have	V	nan	،	nan
d001.s026.t022	not	not	R	bn:00116360r	نکرده_بودند	bn:00087966v
d001.s026.t023	received	receive	V	bn:00087863v	دریافت	bn:00026631n
d001.s026.t024	chemotherapy	chemotherapy	N	bn:00018141n	شیمی درمانی	bn:00018123n
d001.s026.t025	for	nan	X	nan	برای	nan
d001.s026.t026	their	nan	X	nan	خود	nan
d001.s026.t027	disease	disease	N	bn:00027546n	بیماری	bn:00045952n
d001.s026.t028	before	before	R	bn:00114512r	قبلاً	bn:00114089r
d001.s026.t029	.	nan	X	nan	nan	
d001.s027.t001	The	nan	X	nan	nan	nan
d001.s027.t002	effects	effect	N	bn:00029874n	اثرات	bn:00001740n
d001.s027.t003	of	nan	X	nan	nan	nan
d001.s027.t004	Alimta	alimta	N	bn:00602447n	ALIMTA	nan
d001.s027.t005	in	nan	X	nan	در	nan
d001.s027.t006	combination	combination	N	bn:00020872n	ترکیب	bn:00001466n
d001.s027.t007	with	nan	X	nan	با	nan
d001.s027.t008	cisplatin	cisplatin	N	bn:00577781n	سیس پلاتین	bn:00016860n
d001.s027.t009	were	be	V	nan	nan	nan
d001.s027.t010	compared	compare	V	bn:00085450v	مقایسه	bn:00021297n
d001.s027.t011	with	nan	X	nan	با	nan
d001.s027.t012	those	nan	X	nan	nan	nan
d001.s027.t013	of	nan	X	nan	nan	nan
d001.s027.t014	cisplatin	cisplatin	N	bn:00577781n	سیس پلاتین	bn:00044245n
d001.s027.t015	alone	alone	R	bn:00114234r	تنهایی	bn:00026574n
d001.s027.t016	.	nan	X	nan	شد	bn:00087562v
d001.s028.t001	For	nan	X	nan	برای	nan
d001.s028.t002	the	nan	X	nan	nan	nan
d001.s028.t003	treatment	treatment	N	bn:00047235n	درمان	bn:00024461n
d001.s028.t004	of	nan	X	nan	nan	nan
d001.s028.t005	non-small	non-small	J	nan	غیر	bn:00004674n
d001.s028.t006	cell	cell	N	bn:00017027n	سلول کوچک	bn:00017027n
d001.s028.t007	lung	lung	N	bn:00052341n	ریه	bn:00052341n
d001.s028.t008	cancer	cancer	N	bn:00015180n	سرطان	bn:00015180n
d001.s028.t009	,	nan	X	nan	،	nan
d001.s028.t010	the	nan	X	nan	nan	nan
d001.s028.t011	effects	effect	N	bn:00029874n	اثرات	bn:00001740n
d001.s028.t012	of	nan	X	nan	nan	nan
d001.s028.t013	Alimta	alimta	N	bn:00602447n	Alimta Docetaxel	nan
d001.s028.t014	were	be	V	nan	nan	nan
d001.s028.t015	compared	compare	V	bn:00085450v	،	nan
d001.s028.t016	with	nan	X	nan	با	nan
d001.s028.t017	those	nan	X	nan	موارد	bn:00016401n
d001.s028.t018	of	nan	X	nan	دیگر	bn:00108011a
d001.s028.t019	docetaxel	docetaxel	N	bn:01537207n	nan	nan
d001.s028.t020	(	nan	X	nan	(	nan
d001.s028.t021	another	nan	X	nan	یکی	bn:00000005n
d001.s028.t022	anticancer	anticancer	J	bn:00097220a	داروهای ضد	bn:00028872n
d001.s028.t023	medicine	medicine	N	bn:00054128n	از	nan
d001.s028.t024	)	nan	X	nan	مطالعه	bn:00061758n
d001.s028.t025	in	nan	X	nan	سرطان	bn:00015180n
d001.s028.t026	one	nan	X	nan	)	nan
d001.s028.t027	study	study	N	bn:00074790n	در	nan
d001.s028.t028	involving	involve	V	bn:00089893v	یک	nan
d001.s028.t029	571	nan	X	nan	nan	nan
d001.s028.t030	patients	patient	N	bn:00061017n	شامل 571	bn:00104728a
d001.s028.t031	with	nan	X	nan	nan	nan
d001.s028.t032	locally	locally	R	bn:00116147r	به	nan
d001.s028.t033	advanced	advanced	J	bn:00096528a	بیماری	bn:00027546n
d001.s028.t034	or	nan	X	nan	محلی	bn:00109715a
d001.s028.t035	metastatic	metastatic	J	bn:00106664a	پیشرفته	bn:00099667a
d001.s028.t036	disease	disease	N	bn:00027546n	مبتلا	bn:00103595a
d001.s028.t037	who	nan	X	nan	یا	nan
d001.s028.t038	had	have	V	nan	دریافت	bn:00026631n
d001.s028.t039	received	receive	V	bn:00087863v	شیمی درمانی	bn:00018123n
d001.s028.t040	chemotherapy	chemotherapy	N	bn:00018141n	در گذشته	nan
d001.s028.t041	in	nan	X	nan	متاستاتیک	bn:00054585n
d001.s028.t042	the	nan	X	nan	nan	nan
d001.s028.t043	past	past	N	bn:00060927n	که	nan
d001.s028.t044	.	nan	X	nan	کرده_بودند مقایسه	bn:00082565v
d001.s029.t001	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s029.t002	was	be	V	nan	nan	nan
d001.s029.t003	also	also	R	bn:00114246r	همچنین	bn:00114246r
d001.s029.t004	compared	compare	V	bn:00085450v	nan	nan
d001.s029.t005	with	nan	X	nan	با	nan
d001.s029.t006	gemcitabine	gemcitabine	N	bn:00848690n	Gemcitabine	nan
d001.s029.t007	(	nan	X	nan	( دیگر	nan
d001.s029.t008	another	nan	X	nan	یکی	bn:00000005n
d001.s029.t009	anticancer	anticancer	J	bn:00097220a	داروهای ضد	bn:00028872n
d001.s029.t010	medicine	medicine	N	bn:00054128n	از	nan
d001.s029.t011	)	nan	X	nan	nan	nan
d001.s029.t012	,	nan	X	nan	سرطان	bn:00015180n
d001.s029.t013	both	nan	X	nan	) ،	nan
d001.s029.t014	in	nan	X	nan	هر	nan
d001.s029.t015	combination	combination	N	bn:00020872n	دو	bn:00012596n
d001.s029.t016	with	nan	X	nan	در	nan
d001.s029.t017	cisplatin	cisplatin	N	bn:00577781n	ترکیب با	bn:00001466n
d001.s029.t018	,	nan	X	nan	سیس نکرده_بودند	bn:00044245n
d001.s029.t019	in	nan	X	nan	پلاتین بیمار	bn:00006910n
d001.s029.t020	a	nan	X	nan	،	nan
d001.s029.t021	study	study	N	bn:00074790n	در	nan
d001.s029.t022	involving	involve	V	bn:00089893v	یک	nan
d001.s029.t023	1,725	nan	X	nan	مطالعه	bn:00061758n
d001.s029.t024	patients	patient	N	bn:00061017n	شامل	bn:00104728a
d001.s029.t025	who	nan	X	nan	1725	nan
d001.s029.t026	had	have	V	nan	دریافت	bn:00026631n
d001.s029.t027	not	not	R	bn:00116360r	ریه	bn:00052341n
d001.s029.t028	received	receive	V	bn:00087863v	سرطان	bn:00015180n
d001.s029.t029	chemotherapy	chemotherapy	N	bn:00018141n	در گذشته	nan
d001.s029.t030	for	nan	X	nan	شیمی	bn:00018123n
d001.s029.t031	lung	lung	N	bn:00052341n	برای	nan
d001.s029.t032	cancer	cancer	N	bn:00015180n	درمانی	bn:00096890a
d001.s029.t033	in	nan	X	nan	nan	nan
d001.s029.t034	the	nan	X	nan	nan	nan
d001.s029.t035	past	past	N	bn:00060927n	که	nan
d001.s029.t036	.	nan	X	nan	، مقایسه	nan
d001.s030.t001	In	nan	X	nan	در	nan
d001.s030.t002	all	nan	X	nan	nan	nan
d001.s030.t003	three	nan	X	nan	هر سه	nan
d001.s030.t004	studies	study	N	bn:00067181n	مطالعه	bn:00061758n
d001.s030.t005	,	nan	X	nan	،	nan
d001.s030.t006	the	nan	X	nan	nan	nan
d001.s030.t007	main	main	J	bn:00099598a	اصلی	bn:00103567a
d001.s030.t008	measure	measure	N	bn:00054019n	اندازه گیری	bn:00054019n
d001.s030.t009	of	nan	X	nan	nan	nan
d001.s030.t010	effectiveness	effectiveness	N	bn:00029876n	اثربخشی	bn:00029876n
d001.s030.t011	was	be	V	nan	این بود که	nan
d001.s030.t012	how	nan	X	nan	چه	nan
d001.s030.t013	long	long	R	bn:00116153r	مدت .	bn:00029170n
d001.s030.t014	the	nan	X	nan	nan	nan
d001.s030.t015	patients	patient	N	bn:00061017n	بیماران	bn:00001742n
d001.s030.t016	survived	survive	V	bn:00085382v	زنده مانده_اند	bn:00096787a
d001.s030.t017	.	nan	X	nan	nan	nan
d001.s031.t001	What	nan	X	nan	چه	nan
d001.s031.t002	benefit	benefit	N	bn:00037022n	فایده	bn:00079396n
d001.s031.t003	has	have	V	nan	nan	nan
d001.s031.t004	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s031.t005	shown	show	V	bn:00086567v	نشان داده_است	bn:00025766n
d001.s031.t006	during	nan	X	nan	در طول	nan
d001.s031.t007	the	nan	X	nan	ای	nan
d001.s031.t008	studies	study	N	bn:00074790n	مطالعات	bn:00061758n
d001.s031.t009	?	nan	X	nan	؟	nan
d001.s032.t001	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s032.t002	increased	increase	V	bn:00089667v	nan	nan
d001.s032.t003	the	nan	X	nan	nan	nan
d001.s032.t004	survival	survival	N	bn:00030811n	بقای	bn:00030811n
d001.s032.t005	time	time	N	bn:00077268n	زمان	bn:00060099n
d001.s032.t006	of	nan	X	nan	به	nan
d001.s032.t007	patients	patient	N	bn:00061017n	بیماران مبتلا	bn:00001742n
d001.s032.t008	with	nan	X	nan	nan	nan
d001.s032.t009	malignant	malignant	J	bn:00106363a	بدخیم	nan
d001.s032.t010	pleural	pleural	J	bn:00108692a	مزوتلیوما پلور	nan
d001.s032.t011	mesothelioma	mesothelioma	N	bn:00054512n	افزایش داد	bn:00007148n
d001.s032.t012	.	nan	X	nan	nan	nan
d001.s033.t001	Patients	patient	N	bn:00061017n	بیمارانی دریافت	bn:00001742n
d001.s033.t002	receiving	receive	V	bn:00087863v	دریافت	bn:00061505n
d001.s033.t003	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s033.t004	and	nan	X	nan	و کردند	nan
d001.s033.t005	cisplatin	cisplatin	N	bn:00577781n	سیس پلاتین	nan
d001.s033.t006	survived	survive	V	bn:00085382v	زنده مانده_بودند	bn:00096787a
d001.s033.t007	for	nan	X	nan	nan	nan
d001.s033.t008	an	nan	X	nan	nan	nan
d001.s033.t009	average	average	N	bn:00054001n	طور متوسط	bn:00046516n
d001.s033.t010	of	nan	X	nan	nan	nan
d001.s033.t011	12.1	nan	X	nan	12.1	nan
d001.s033.t012	months	month	N	bn:00055794n	ماه	bn:00014710n
d001.s033.t013	,	nan	X	nan	در	nan
d001.s033.t014	compared	compare	V	bn:00085450v	با	bn:00021297n
d001.s033.t015	with	nan	X	nan	9.3	nan
d001.s033.t016	9.3	nan	X	nan	ماه	nan
d001.s033.t017	months	month	N	bn:00055794n	در	bn:00014710n
d001.s033.t018	in	nan	X	nan	مقایسه بیماران	nan
d001.s033.t019	those	nan	X	nan	nan	nan
d001.s033.t020	receiving	receive	V	nan	کننده سیس	bn:00026631n
d001.s033.t021	cisplatin	cisplatin	N	bn:00577781n	پلاتین .	bn:00044245n
d001.s033.t022	alone	alone	R	bn:00114235r	nan	nan
d001.s033.t023	.	nan	X	nan	nan	nan
d001.s034.t001	In	nan	X	nan	در	nan
d001.s034.t002	the	nan	X	nan	nan	nan
d001.s034.t003	treatment	treatment	N	bn:00047235n	درمان	bn:00024461n
d001.s034.t004	of	nan	X	nan	nan	nan
d001.s034.t005	patients	patient	N	bn:00061017n	بیماران مبتلا	bn:00001742n
d001.s034.t006	with	nan	X	nan	nan	nan
d001.s034.t007	non-small	non-small	J	nan	غیر	bn:00004674n
d001.s034.t008	cell	cell	N	bn:00017027n	سلول کوچک	bn:00017027n
d001.s034.t009	lung	lung	N	bn:00052341n	ریه	bn:00052341n
d001.s034.t010	cancer	cancer	N	bn:00015180n	سرطان	bn:00015180n
d001.s034.t011	,	nan	X	nan	،	nan
d001.s034.t012	Alimta	alimta	N	bn:00602447n	Alimta مقایسه	nan
d001.s034.t013	was	be	V	nan	nan	nan
d001.s034.t014	as	as	R	bn:00114354r	به اندازه	nan
d001.s034.t015	effective	effective	J	bn:00102038a	nan	nan
d001.s034.t016	as	as	R	bn:00114354r	nan	nan
d001.s034.t017	the	nan	X	nan	کننده ها	bn:00001177n
d001.s034.t018	comparators	comparator	N	nan	مؤثر بود	bn:00101186a
d001.s034.t019	.	nan	X	nan	nan	nan
d001.s035.t001	In	nan	X	nan	در در	nan
d001.s035.t002	patients	patient	N	bn:00061017n	بیمارانی	bn:00001742n
d001.s035.t003	who	nan	X	nan	که	nan
d001.s035.t004	had	have	V	nan	،	nan
d001.s035.t005	received	receive	V	bn:00087863v	دریافت کرده_بودند	bn:00026631n
d001.s035.t006	chemotherapy	chemotherapy	N	bn:00018141n	شیمی درمانی	bn:00018123n
d001.s035.t007	in	nan	X	nan	nan	nan
d001.s035.t008	the	nan	X	nan	nan	nan
d001.s035.t009	past	past	N	bn:00060927n	گذشته	bn:00060927n
d001.s035.t010	,	nan	X	nan	میانگین	nan
d001.s035.t011	the	nan	X	nan	nan	nan
d001.s035.t012	average	average	J	bn:00097854a	زمان	bn:00054001n
d001.s035.t013	survival	survival	N	bn:00030811n	8.3	bn:00030811n
d001.s035.t014	time	time	N	bn:00077268n	بقا	bn:00060099n
d001.s035.t015	was	be	V	nan	،	nan
d001.s035.t016	8.3	nan	X	nan	ماه	nan
d001.s035.t017	months	month	N	bn:00055794n	با	bn:00014710n
d001.s035.t018	with	nan	X	nan	ALIMTA	nan
d001.s035.t019	Alimta	alimta	N	bn:00602447n	بود	nan
d001.s035.t020	,	nan	X	nan	در	nan
d001.s035.t021	compared	compare	V	bn:00085450v	مقایسه با	nan
d001.s035.t022	with	nan	X	nan	7.9	nan
d001.s035.t023	7.9	nan	X	nan	ماه	nan
d001.s035.t024	months	month	N	bn:00055794n	با	bn:00014710n
d001.s035.t025	with	nan	X	nan	Docetaxel	nan
d001.s035.t026	docetaxel	docetaxel	N	bn:01537207n	.	nan
d001.s035.t027	.	nan	X	nan	nan	nan
d001.s036.t001	In	nan	X	nan	در در	nan
d001.s036.t002	patients	patient	N	bn:00061017n	بیمارانی	bn:00001742n
d001.s036.t003	who	nan	X	nan	که	nan
d001.s036.t004	had	have	V	nan	،	nan
d001.s036.t005	not	not	R	bn:00116360r	نکرده_بودند	bn:00082907v
d001.s036.t006	received	receive	V	bn:00087863v	دریافت	bn:00026631n
d001.s036.t007	chemotherapy	chemotherapy	N	bn:00018141n	شیمی درمانی	bn:00018123n
d001.s036.t008	in	nan	X	nan	nan	nan
d001.s036.t009	the	nan	X	nan	nan	nan
d001.s036.t010	past	past	N	bn:00060927n	گذشته	bn:00060927n
d001.s036.t011	,	nan	X	nan	میانگین	nan
d001.s036.t012	the	nan	X	nan	nan	nan
d001.s036.t013	average	average	J	bn:00097854a	زمان	bn:00054001n
d001.s036.t014	survival	survival	N	bn:00030811n	در	bn:00030811n
d001.s036.t015	time	time	N	bn:00077268n	بقا	bn:00060099n
d001.s036.t016	was	be	V	nan	.	nan
d001.s036.t017	10.3	nan	X	nan	ماه	nan
d001.s036.t018	months	month	N	bn:00055794n	بود	bn:00014710n
d001.s036.t019	in	nan	X	nan	هر	nan
d001.s036.t020	both	nan	X	nan	دو گروه	nan
d001.s036.t021	groups	group	N	bn:00041942n	10	bn:00073699n
d001.s036.t022	.	nan	X	nan	nan	nan
d001.s037.t001	However	however	R	bn:00114627r	nan	nan
d001.s037.t002	,	nan	X	nan	،	nan
d001.s037.t003	in	nan	X	nan	حال در در در	bn:00029935n
d001.s037.t004	both	nan	X	nan	هر دو	nan
d001.s037.t005	studies	study	N	bn:00074790n	مطالعه	bn:00061758n
d001.s037.t006	,	nan	X	nan	، ، ،	nan
d001.s037.t007	patients	patient	N	bn:00061017n	بیمارانی	bn:00001742n
d001.s037.t008	whose	nan	X	nan	که	nan
d001.s037.t009	cancer	cancer	N	bn:00015180n	سرطان	bn:00015180n
d001.s037.t010	was	be	V	nan	nan	nan
d001.s037.t011	not	not	R	bn:00116360r	نمی	nan
d001.s037.t012	affecting	affect	V	bn:00082427v	nan	nan
d001.s037.t013	squamous	squamous	J	nan	سنگفرشی تأثیر گذارد	bn:00073708n
d001.s037.t014	cells	cell	N	bn:00017027n	سلولهای	bn:00017027n
d001.s037.t015	had	have	V	bn:00088078v	nan	nan
d001.s037.t016	longer	long	J	bn:00106124a	طولانی	bn:00106124a
d001.s037.t017	survival	survival	N	bn:00030811n	بقا	bn:00030811n
d001.s037.t018	times	time	N	bn:00077268n	زمان	bn:00060099n
d001.s037.t019	if	nan	X	nan	صورت	bn:00000746n
d001.s037.t020	they	nan	X	nan	آنها	nan
d001.s037.t021	received	receive	V	nan	دریافت دریافت	bn:00026631n
d001.s037.t022	Alimta	alimta	N	bn:00602447n	Alimta مقایسه	nan
d001.s037.t023	than	nan	X	nan	نسبت اینکه تر	nan
d001.s037.t024	if	nan	X	nan	nan	nan
d001.s037.t025	they	nan	X	nan	کنند	bn:00086008v
d001.s037.t026	received	receive	V	nan	nan	nan
d001.s037.t027	the	nan	X	nan	nan	nan
d001.s037.t028	comparator	comparator	N	nan	nan	nan
d001.s037.t029	.	nan	X	nan	می داشتند	bn:00054706n
d001.s038.t001	In	nan	X	nan	در در در	nan
d001.s038.t002	contrast	contrast	N	bn:00022261n	مقابل	bn:00022262n
d001.s038.t003	,	nan	X	nan	، ، ،	nan
d001.s038.t004	patients	patient	N	bn:00061017n	بیمارانی	bn:00001742n
d001.s038.t005	whose	nan	X	nan	که آنها	nan
d001.s038.t006	cancer	cancer	N	bn:00015180n	سرطان	bn:00015180n
d001.s038.t007	was	be	V	nan	nan	nan
d001.s038.t008	affecting	affect	V	bn:00082427v	nan	nan
d001.s038.t009	squamous	squamous	J	nan	سنگفرشی تأثیر گذارد	bn:00073708n
d001.s038.t010	cells	cell	N	bn:00017027n	سلولهای	bn:00017027n
d001.s038.t011	had	have	V	bn:00088078v	nan	nan
d001.s038.t012	shorter	short	J	bn:00110561a	بقا کوتاه	bn:00030811n
d001.s038.t013	survival	survival	N	bn:00030811n	زمان	bn:00060099n
d001.s038.t014	times	time	N	bn:00077268n	nan	nan
d001.s038.t015	if	nan	X	nan	صورت	bn:00025766n
d001.s038.t016	they	nan	X	nan	nan	nan
d001.s038.t017	received	receive	V	nan	دریافت	bn:00026631n
d001.s038.t018	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s038.t019	.	nan	X	nan	تر	bn:00116284r
d002.s001.t001	kalgebra	kalgebra	N	bn:08534138n	Kalgebra	nan
d002.s001.t002	is	be	V	nan	است	nan
d002.s001.t003	a	nan	X	nan	یک	nan
d002.s001.t004	mathematical	mathematical	J	bn:00106488a	ریاضی	bn:00053826n
d002.s001.t005	calculator	calculator	N	bn:00946167n	ماشین حساب	bn:00005004n
d002.s001.t006	based	base	V	bn:00083141v	بر اساس	nan
d002.s001.t007	on	nan	X	nan	nan	nan
d002.s001.t008	content	content	J	nan	MATHML	nan
d002.s001.t009	markup	markup	N	bn:00053491n	nan	nan
d002.s001.t010	MathML	mathml	N	bn:03313895n	MATHML MATHML	nan
d002.s001.t011	language	language	N	bn:00213650n	زبان	bn:00049910n
d002.s001.t012	.	nan	X	nan	محتوا	bn:00080229n
d002.s002.t001	Nowadays	nowadays	R	bn:00116382r	امروزه	bn:00116382r
d002.s002.t002	it	nan	X	nan	nan	nan
d002.s002.t003	is	be	V	nan	nan	nan
d002.s002.t004	capable	capable	J	bn:00099215a	قادر	bn:00099215a
d002.s002.t005	to	nan	X	nan	به	nan
d002.s002.t006	make	make	V	bn:00090557v	nan	nan
d002.s002.t007	simple	simple	J	bn:00102111a	ساده	bn:00112419a
d002.s002.t008	MathML	mathml	N	bn:03313895n	MATHML	nan
d002.s002.t009	operations	operation	N	bn:00053826n	انجام عملیات	bn:00029881n
d002.s002.t010	(	nan	X	nan	nan	nan
d002.s002.t011	arithmetic	arithmetic	J	bn:00097495a	(	nan
d002.s002.t012	and	nan	X	nan	حسابی	bn:00097495a
d002.s002.t013	logical	logical	J	nan	و	nan
d002.s002.t014	)	nan	X	nan	nan	nan
d002.s002.t015	and	nan	X	nan	منطقی	bn:00106117a
d002.s002.t016	to	nan	X	nan	nan	nan
d002.s002.t017	representate	representate	N	nan	nan	nan
d002.s002.t018	2D	2d	N	nan	و	nan
